100	0.110381	0.0532543
200	0.44922	0.0112292
300	0.0786064	0.0889832
400	0.130591	0.0480019
500	6.02324	0.0172462
600	0.0907986	0.00674932
700	0.167238	0.0176375
800	0.176756	0.00296462
900	0.128035	0.0162005
1000	0.205569	0.0087283
1100	0.106729	0.0292268
1200	0.0781963	0.0151477
1300	0.0417154	0.0178337
1400	0.0457866	0.0165022
1500	0.0549485	0.0152754
1600	0.0825139	0.0222198
1700	0.245792	0.0128019
1800	0.0544477	0.0191016
1900	0.0515987	0.000961743
2000	0.218361	0.0052493
2100	0.0351974	0.00730136
2200	0.116981	0.00653271
2300	0.111516	0.0126709
2400	0.0884865	0.00960472
2500	0.0558777	0.0331833
2600	0.1806	0.0345217
2700	0.0395926	0.0320819
2800	0.0420715	0.031571
2900	0.0411948	0.0264737
3000	0.0565902	0.0304265
3100	0.0340737	0.0285651
3200	0.074521	0.0411628
3300	0.0379756	0.0396819
3400	0.0314428	0.0534694
3500	0.0251553	0.0494244
3600	0.503421	0.0464423
3700	0.0437799	0.0455348
3800	0.0926578	0.0438653
3900	0.0298378	0.0453916
4000	0.0393012	0.0426388
4100	0.0494445	0.0381491
4200	0.0418346	0.0346101
4300	0.0650672	0.0380478
4400	0.0447323	0.0334222
4500	0.0402538	0.0385447
4600	0.0283279	0.0333953
4700	0.0526365	0.0362122
4800	0.136392	0.0303909
4900	0.0320718	0.0315719
5000	0.0267983	0.032144
5100	0.0569477	0.0330997
5200	0.0309355	0.0297928
5300	0.0315981	0.027546
5400	0.0209988	0.0278718
5500	0.0394961	0.0342143
5600	0.0431693	0.0319462
5700	0.0309242	0.032437
5800	0.028214	0.0301026
5900	0.0228736	0.0272665
6000	0.189602	0.0270775
6100	0.12346	0.0265902
6200	0.026626	0.0271239
6300	0.0297719	0.0286201
6400	0.0440233	0.0282831
6500	0.0337543	0.025834
6600	0.0264274	0.0292608
6700	0.0760135	0.0274216
6800	0.0225811	0.0301691
6900	0.0444191	0.0301809
7000	0.0316488	0.0244802
7100	0.0312644	0.0205451
7200	0.026217	0.0170771
7300	0.0386312	0.0164147
7400	0.267665	0.0186953
7500	0.0262162	0.0201572
7600	0.0342975	0.0263345
7700	0.0241838	0.022379
7800	0.0395784	0.0214431
7900	0.0427541	0.023625
8000	0.0271113	0.0210326
8100	0.0323343	0.0226261
8200	0.018623	0.0211598
8300	0.0316317	0.0219503
8400	0.0285154	0.0168712
8500	0.0383175	0.0159307
8600	0.0571281	0.0149725
8700	0.0327069	0.0207578
8800	0.0241992	0.0213353
8900	0.0595227	0.0227062
9000	0.0606748	0.0216137
9100	0.0196903	0.0203506
9200	0.0329852	0.0180704
9300	0.018888	0.0192379
9400	0.0651738	0.0180437
9500	0.0764743	0.0197651
9600	0.0488919	0.0181735
9700	0.026068	0.0242723
9800	0.0379516	0.0244555
9900	0.0235645	0.0262933
10000	0.0190602	0.0253312
10100	0.0187631	0.0243939
10200	0.027715	0.0249614
10300	0.0491754	0.0235786
10400	0.0351261	0.0242769
